CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLBAJ193,RIO LA PURISIMA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,MEZQUITAL SECO,RIO LA PURISIMA,LOTICO (HUMEDAL),ARROYO,-112.00876,26.22980,2020,<2,Excelente,<10,Excelente,<10,Excelente,3255,Contaminada,10,Excelente,,,111.8,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ194,RIO LA PURISIMA 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,MEZQUITAL SECO,RIO LA PURISIMA,LOTICO (HUMEDAL),ARROYO,-112.12748,26.15856,2020,7.1,Aceptable,138.5,Contaminada,30.4,Buena calidad,2481,Contaminada,<3,Excelente,,,,,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,ND,SI,LOTICO
DLBAJ195,BAHIA MAGDALENA (PUERTO ADOLFO LOPEZ MATEOS),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURISIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.12343,25.19910,2020,,,,,35.15,Buena calidad,,,,,350,Contaminada,,,114.9,Buena calidad,95.5,Excelente,92.9,Excelente,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLBAJ196,BAHIA MAGDALENA (PUERTO SAN CARLOS),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURISIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.12122,24.78773,2020,,,,,43.45,Buena calidad,,,,,24196,Fuertemente contaminada,,,117.8,Buena calidad,100.8,Excelente,97.8,Excelente,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLBAJ197,BAHIA MAGDALENA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURISIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.01090,24.67990,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,130.6,Contaminada,133,Contaminada,131.4,Contaminada,,,,,,,,,<1,No Toxico,,,Amarillo,"OD%S,OD%M,OD%F,",ND,ND,SI,ND,ND,SI,NO,SI,COSTERO
DLBAJ198,ISLA MARGARITA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURISIMA,BAHIA LAS ALMEJAS,COSTERO,BAHIA,-111.81760,24.47930,2020,,,,,16.52,Excelente,,,,,<3,Excelente,,,108.7,Excelente,106,Excelente,90.1,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ199,PUERTO MAGDALENA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURISIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.13747,24.63284,2020,,,,,24,Excelente,,,,,<3,Excelente,,,,,,,112.2,Buena calidad,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ200,"PUERTO CANCUN BCS SEG20, 1 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURISIMA,BAHIA LAS ALMEJAS,COSTERO,BAHIA,-111.74285,24.54675,2020,,,,,15.24,Excelente,,,,,<3,Excelente,,,,,109.7,Excelente,109.5,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ201,FINAL DE ESTERO LA BOCANA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,PUNTA EUGENIA,ESTERO LA BOCANA,COSTERO (HUMEDAL),ESTERO,-113.63021,26.73946,2020,,,,,20.6667,Excelente,,,,,<3,Excelente,,,71.3,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ203,"PUERTO CHALE SEG 20, 3 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SANTA RITA,BAHIA LAS ALMEJAS,COSTERO,BAHIA,-111.55928,24.40499,2020,,,,,16.48,Excelente,,,,,<3,Excelente,,,,,,,92.4,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ204,MANANTIAL SAN PEDRITO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,PESCADEROS,PESCADERO,LOTICO,ARROYO,-110.21183,23.39026,2020,<2,Excelente,29.12,Aceptable,<10,Excelente,2046,Contaminada,131,Buena calidad,,,22.4,Contaminada,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,OD%L,",SI,SI,SI,NO,SI,ND,NO,SI,LOTICO
DLBAJ205,BOCANA LOPEZ MATEOS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURISIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.11671,25.26685,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,106.5,Excelente,105.5,Excelente,106.4,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ55,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.31682,24.16496,2020,,,,,10,Excelente,,,,,355,Contaminada,,,101.4,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLBAJ56,"BAHIA DE LA PAZ SEG 26, 1 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.32484,24.17006,2020,,,,,10.0667,Excelente,,,,,<3,Excelente,,,111.3,Buena calidad,101.2,Excelente,89.4,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ57,BAHIA DE LA PAZ PUERTO PILCHILINGUE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.32851,24.27517,2020,,,,,22.36,Excelente,,,,,<3,Excelente,,,107.6,Excelente,101.1,Excelente,92.8,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ58,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.30345,24.21409,2020,,,,,23,Excelente,,,,,<3,Excelente,,,108.9,Excelente,108,Excelente,106.7,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ59,MAR - PEMEX LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.31084,24.21853,2020,,,,,23.24,Excelente,,,,,17329,Fuertemente contaminada,,,106,Excelente,103.2,Excelente,98.6,Excelente,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLBAJ60,MAR - PEMEX Y CFE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.31370,24.22430,2020,,,,,34.68,Buena calidad,,,,,108,Buena calidad,,,101.7,Excelente,98.9,Excelente,96.4,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ61,BAHIA LA PAZ SEG 27 ISA8,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.31742,24.24291,2020,,,,,13.08,Excelente,,,,,<3,Excelente,,,117.6,Buena calidad,,,117.3,Buena calidad,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ62,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.31640,24.25820,2020,,,,,24.55,Excelente,,,,,20,Excelente,,,108.9,Excelente,108.9,Excelente,106.3,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ63,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.32374,24.26563,2020,,,,,27.72,Buena calidad,,,,,20,Excelente,,,,,,,122.6,Aceptable,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ64,"BAHIA DE LA PAZ SEG 25, 3 ISA9",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.42535,24.15676,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,93.5,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ65,"BAHIA DE LA PAZ SEG 25, 2 ISA9",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.42442,24.13794,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,69.8,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ66,"BAHIA DE LA PAZ SEG 25, 1 ISA9",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.42209,24.11737,2020,,,,,13.5,Excelente,,,,,<3,Excelente,,,,,,,34.3,Aceptable,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ67,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.35493,24.11762,2020,,,,,34.5,Buena calidad,,,,,118,Buena calidad,,,,,,,89.7,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ78,EL SARGENTO Y LA VENTANA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,BAHIA LA VENTANA,COSTERO,BAHIA,-109.99047,24.07696,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,,,,,82,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ84,ENSENADA LOS MUERTOS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SAN BARTOLO,BAHIA DE MUERTOS,COSTERO,BAHIA,-109.83324,23.98474,2020,,,,,10.2333,Excelente,,,,,<3,Excelente,,,101.9,Excelente,103,Excelente,102.9,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ85,MANANTIAL SAN JOSE DEL CABO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,SAN JOSE DEL CABO,LOTICO (HUMEDAL),ARROYO,-109.70028,23.09000,2020,<2,Excelente,<10,Excelente,<10,Excelente,24196,Fuertemente contaminada,3076,Fuertemente contaminada,,,69.1,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLBAJ86,LOS BARRILES,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SAN BARTOLO,BAHIA LAS PALMAS,COSTERO,BAHIA,-109.69258,23.69201,2020,,,,,10.4333,Excelente,,,,,<3,Excelente,,,107.9,Excelente,107.8,Excelente,102.4,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ87,BUENAVISTA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN BARTOLO,BAHIA LAS PALMAS,COSTERO,BAHIA,-109.69636,23.67178,2020,,,,,10.3,Excelente,,,,,<3,Excelente,,,107.4,Excelente,107.5,Excelente,107,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ88,LA RIBERA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SANTIAGO,GOLFO DE CALIFORNIA,COSTERO,OCEANO-MAR,-109.60720,23.62191,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,111.2,Buena calidad,111.3,Buena calidad,110.9,Buena calidad,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ89,CABO PULMO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO PULMO,OCEANO PACIFICO,COSTERO (HUMEDAL),OCEANO-MAR,-109.42626,23.43498,2020,,,,,15.4,Excelente,,,,,<3,Excelente,,,,,,,101.4,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ90,CABO PULMO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO PULMO,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-109.42467,23.40421,2020,,,,,10.5667,Excelente,,,,,75,Excelente,,,,,,,102.6,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ94,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,HUMEDAL SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 3,LOTICO (HUMEDAL),ARROYO,-109.69102,23.05754,2020,<2,Excelente,<10,Excelente,<10,Excelente,17329,Fuertemente contaminada,97,Excelente,,,50.8,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ95,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,HUMEDAL SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 2,LOTICO (HUMEDAL),ARROYO,-109.68738,23.05032,2020,4.66,Buena calidad,12.42,Buena calidad,14.7,Excelente,17863,Fuertemente contaminada,171,Buena calidad,,,84.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLBAJ96,BAHIA SAN JOSE DEL CABO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,BAHIA SAN JOSE DEL CABO,COSTERO,BAHIA,-109.68889,23.04306,2020,,,,,37.05,Buena calidad,,,,,<3,Excelente,,,114.2,Buena calidad,113.9,Buena calidad,113.2,Buena calidad,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ97,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,HUMEDAL SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 1,LOTICO (HUMEDAL),ARROYO,-109.68059,23.04946,2020,5.3,Buena calidad,<10,Excelente,16.4,Excelente,24196,Fuertemente contaminada,489,Buena calidad,,,22,Contaminada,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,OD%L,",SI,SI,SI,NO,SI,ND,NO,SI,LOTICO
DLBAJ98,BAHIA SAN JOSE DEL CABO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,BAHIA SAN JOSE DEL CABO,COSTERO,BAHIA,-109.64452,23.06673,2020,,,,,27.64,Buena calidad,,,,,<3,Excelente,,,110.9,Buena calidad,116.4,Buena calidad,117.3,Buena calidad,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLBAJ99,BAHIA SAN JOSE DEL CABO1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,BAHIA SAN JOSE DEL CABO,COSTERO,BAHIA,-109.71361,23.01398,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,115.2,Buena calidad,113.9,Buena calidad,110.7,Buena calidad,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM206,ISLA ARENA,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,YUCATAN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),OCEANO-MAR,-90.45546,20.69907,2020,,,,,22,Excelente,,,,,4,Excelente,,,88.4,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM207,RESERVA DE LA BIOSFERA LOS PETENES 3,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,YUCATAN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.50431,20.44502,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,90.9,Excelente,,,89.6,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM208,RESERVA DE LA BIOSFERA LOS PETENES 5,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,YUCATAN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.49591,20.33071,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,84.5,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM209,RESERVA DE LA BIOSFERA LOS PETENES 4,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,YUCATAN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.49703,20.25984,2020,,,,,<10,Excelente,,,,,<3,Excelente,,,88.5,Excelente,,,87.8,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM210,RESERVA DE LA BIOSFERA LOS PETENES 2,PENINSULA DE YUCATAN,CAMPECHE,TENABO,YUCATAN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.49970,20.04960,2020,,,,,24,Excelente,,,,,<3,Excelente,,,83.3,Excelente,,,82.1,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM211,RESERVA DE LA BIOSFERA LOS PETENES 1,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,RIO VERDE,GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.51683,19.87422,2020,,,,,21,Excelente,,,,,4,Excelente,,,84.5,Excelente,,,84,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM222,MAR CAMPECHE 2,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-90.59334,19.81477,2020,,,,,30,Buena calidad,,,,,<3,Excelente,,,82.3,Excelente,,,80.4,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM223,PLAYA BONITA,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-90.62183,19.79481,2020,,,,,21,Excelente,,,,,<3,Excelente,,,87.1,Excelente,,,85.5,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM224,MAR CAMPECHE 5,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-90.61815,19.79623,2020,,,,,14,Excelente,,,,,4,Excelente,,,96.5,Excelente,,,94.2,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM229,PAYUCAN,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-90.70394,19.66060,2020,,,,,23,Excelente,,,,,<3,Excelente,,,84,Excelente,,,70.5,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM231,DESEMBOCADURA RIO ICAJAO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,ARROYO SIHO,GOLFO DE MEXICO,LOTICO - COSTERO,ESTUARIO,-90.70601,19.46154,2020,,,,,64,Buena calidad,,,,,<3,Excelente,,,80.4,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM232,DESEMBOCADURA RIO CHAMPOTON 2,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RIO CHAMPOTON 2,GOLFO DE MEXICO,LOTICO - COSTERO,ESTUARIO,-90.72509,19.35815,2020,,,,,12,Excelente,,,,,<3,Excelente,,,22.7,Contaminada,,,,,,,,,,,,,<1,No Toxico,,,Amarillo,"OD%S,",ND,ND,SI,ND,ND,SI,NO,SI,COSTERO
DLCAM234,PUENTE EL ZAPOTE,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RIO CHAMPOTON 2,RIO CHAMPOTON,LOTICO,RIO,-90.61368,19.28103,2020,5.73,Buena calidad,42.72,Contaminada,<10,Excelente,230,Aceptable,210,Buena calidad,,,58.2,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
DLCAM235,CANASAYAB,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RIO CHAMPOTON 1,RIO CHAMPOTON,LOTICO,RIO,-90.57425,19.29644,2020,7.68,Aceptable,43.68,Contaminada,<10,Excelente,430,Aceptable,40,Excelente,,,50.2,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
DLCAM236,SAN JUAN CARPIZO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RIO CHAMPOTON 1,RIO CHAMPOTON,LOTICO (HUMEDAL),RIO,-90.46921,19.30365,2020,8.06,Aceptable,57.12,Contaminada,<10,Excelente,90,Excelente,<3,Excelente,,,45.3,Aceptable,,,,,,,2.295,Toxicidad moderada,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
DLCAM237,PLAYA TORTUGUERA CHENKAN,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LAGUNA DE TERMINOS,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCEANO-MAR,-91.01078,19.10951,2020,,,,,53,Buena calidad,,,,,4,Excelente,,,63.1,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLCAM238,PUNTA XEN,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LA MALINCHE,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-90.86936,19.21135,2020,,,,,55,Buena calidad,,,,,4,Excelente,,,60.4,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
